Product_Name,Product_Price,Warranty_Period(Months),Processor_Type,Screen_Size(inch),Operating_System,Color,Storage_Capacity,RAMGB,Touch_Display,Battery_Type,Storage_Type,Storage_Capacity_GB,Pixels_Width,Pixels_Height,Processor_Type_encoded,Operating_System_encoded,Color_encoded,Battery_Type_encoded,Storage_Type_encoded,kmeans
Dell Latitude 3540,1499,24.0,Intel Core i5-1335U (13th Gen),15.6,Dos,Black,512GB SSD M.2,8,False,"3 Cell, Integrated 42Wh",SSD M.2,512.0,1920,1080,53,0,5,1,14,0
Asus Vivobook X1605XA-MB101,2499,24.0,AMD Ryzen 9-7940HS,16.0,Dos,Cool Silver,512GB SSD M.2,16,False,"3-cell Li-ion, 50WHrs, 3S1P",SSD M.2,512.0,1920,1200,17,0,8,5,14,0
Acer Nitro V 15 ANV15-51-76QR,3699,24.0,Intel Core i7-13620H (13th Gen),15.6,Dos,Obsidian Black,1TB SSD M.2,16,False,57Wh Li-ion battery,SSD M.2,1024.0,1920,1080,72,0,46,17,14,1
apple MacBook Air M2 (2024),3699,24.0,Apple M2 chip,13.6,macOS Monterey,Midnight,256GB SSD,16,False,52.6-watt‑hour lithium‑polymer battery,SSD,256.0,2560,1664,21,10,37,15,13,0
HP ProBook 450 15.6 inch G9 Notebook PC,1999,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,Silver,512GB SSD M.2,8,False,"HP Long Life 3-cell, 42 Wh Li-ion",SSD M.2,512.0,1920,1080,47,0,58,24,14,0
Acer Nitro 5 AN515-58-937L,4549,24.0,Intel Core i9-12900H (12th Gen),15.6,Dos,Obsidian Black,512GB SSD M.2,16,False,57Wh Li-ion battery,SSD M.2,512.0,1920,1080,80,0,46,17,14,3
IdeaPad Gaming 3 15IAH7,3999,24.0,Intel Core i7-12650H (12th Gen),15.6,Dos,Onyx Grey,512GB SSD M.2,16,False,Lithium Ion (Li-Ion) 3 Cell,SSD M.2,512.0,1920,1080,67,0,47,46,14,0
MacBook Air M2 15.3,4999,24.0,Apple M2 chip,15.3,macOS Ventura,Starlight,256GB SSD,8,False,Up to 18 hours of typical device usage,SSD,256.0,2880,1864,21,13,66,56,13,0
Acer Aspire Lite AL16-51P-598C,1699,24.0,Intel Core i5-1235U (12th Gen),16.0,Dos,Steel Gray,512GB SSD M.2,8,False,Integrated 58Wh,SSD M.2,512.0,1920,1200,47,0,67,32,14,0
Dell G15 5530 Gaming,5399,24.0,Intel Core i7-13650HX (13th Gen),15.6,Dos,Dark Shadow Grey,512GB SSD M.2,16,False,"6-Cell Battery, 86WH, integrated",SSD M.2,512.0,1920,1080,73,0,10,18,14,3
Asus Vivobook X1605VA-FPSK60,2849,24.0,Intel Core i9-13900H (13th Gen),16.0,Dos,Cool Silver,512GB SSD M.2,16,False,"3-cell Li-ion, 42WHrs, 3S1P",SSD M.2,512.0,1920,1200,81,0,8,4,14,0
HP Victus Gaming 16-r0008nx,4799,24.0,Intel Core i7-13700H (13th Gen),16.1,Dos,Mica Silver,1TB SSD M.2,32,False,"4-cell, 70 Wh Li-ion polymer",SSD M.2,1024.0,1920,1080,74,0,36,10,14,1
Apple MacBook Pro 14-inch M3 chip,8299,24.0,Apple M3 chip,14.2,macOS Sonoma,Space Gray,512GB SSD,16,False,70-watt-hour lithium-polymer battery,SSD,512.0,3024,1964,23,12,63,20,13,3
Dell G15 5530 Gaming,3899,24.0,Intel Core i7-13650HX (13th Gen),15.6,Dos,Dark Shadow Grey,512GB SSD M.2,16,False,"3 Cell, integrated 56Wh",SSD M.2,512.0,1920,1080,73,0,10,3,14,0
Asus EXPERTBOOK B1400CBA-EB0355,2299,24.0,Intel Core i7-1255U (12th Gen),14.0,Dos,Star Black,512GB SSD M.2,16,False,"3-cell Li-ion, 42WHrs, 3S1P",SSD M.2,512.0,1920,1080,64,0,65,4,14,0
Dell Inspiron 15 3520,1899,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Windows 11 Home,Black,256GB SSD M.2,8,False,"3-cell, 41 Wh Li-ion",SSD M.2,256.0,1920,1080,45,6,5,6,14,0
Asus Vivobook X1502ZA-EJ1359,2349,24.0,Intel Core i7-12700H (12th Gen),15.6,Dos,Quiet Blue,512GB SSD M.2,16,False,"3 Cell, Integrated 42Wh",SSD M.2,512.0,1920,1080,69,0,54,1,14,0
Apple MacBook Pro M3,7199,24.0,Apple M3 chip,14.2,macOS Sonoma,Space Gray,512GB SSD,8,False,70-watt-hour lithium-polymer battery,SSD,512.0,3024,1964,23,12,63,20,13,3
Apple MacBook Pro 14-Inch M3 Pro,10999,24.0,Apple M3 Pro chip,14.2,macOS Sonoma,Silver,1TB SSD,18,False,72.4-watt-hour lithium-polymer battery,SSD,1024.0,4480,2520,22,12,58,21,13,1
HP 255 G9,1799,24.0,AMD Ryzen 7-5825U,15.6,Dos,Asteroid Silver,256GB SSD M.2,8,False,"3-cell, 41 Wh Li-ion",SSD M.2,256.0,1920,1080,9,0,4,6,14,0
ASUS ROG Strix G15 G513RC-HN148,3699,24.0,AMD Ryzen 7-6800H,15.6,Dos,ECLIPSE GRAY,1TB SSD M.2,16,False,"56WHrs, 4S1P, 4-cell Li-ion",SSD M.2,1024.0,1920,1080,10,0,14,16,14,1
apple MacBook Air M2,4999,24.0,Apple M2 chip,13.6,macOS Monterey,Starlight,512GB SSD,8,False,Lithium Polymer (Li-Po),SSD,512.0,2560,1664,21,10,66,51,13,0
IdeaPad 1 15IAU7,2199,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,Cloud Grey,512GB SSD M.2,16,False,"3 Cell, Integrated 42Wh",SSD M.2,512.0,1920,1080,64,0,7,1,14,0
Acer Nitro 5 AN515-58-77NB,3799,24.0,Intel Core i7-12650H (12th Gen),15.6,Dos,Obsidian Black,512GB SSD M.2,16,False,57Wh Li-ion battery,SSD M.2,512.0,1920,1080,67,0,46,17,14,0
Asus ExpertBook B1 (B1402CVA-I716512B0D - 13th Gen Intel),2499,24.0,Intel Core i7-1355U (13th Gen),14.0,Dos,Star Black,512GB SSD M.2,16,False,"3-cell Li-ion, 42WHrs, 3S1P",SSD M.2,512.0,1920,1080,70,0,65,4,14,0
Acer Aspire 3 A315-58-58PT,1499,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,Electric Blue,256GB SSD M.2,8,False,Lithium Ion (Li-Ion),SSD M.2,256.0,1920,1080,45,0,17,41,14,0
HP 250 G10,1849,24.0,Intel Core i5-1335U (13th Gen),15.6,Dos,Turbo silver with Aluminum Top Cover,512GB SSD M.2,8,False,"HP Long Life 3-cell, 41 Wh Li-ion",SSD M.2,512.0,1920,1080,53,0,74,23,14,0
IdeaPad Slim 3 16IAH8,1749,24.0,Intel Core i5-12450H (12th Gen),16.0,Dos,Arctic Grey,512GB SSD M.2,8,False,Integrated 47Wh,SSD M.2,512.0,1920,1200,49,0,2,29,14,0
Asus Vivobook X1500EA-EJ3652,1599,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,Transparent Silver,512GB SSD M.2,8,False,Lithium Ion (Li-Ion) 2 Cell,SSD M.2,512.0,1920,1080,45,0,73,45,14,0
ASUS ROG Strix G15 G513RC-HN092,3699,24.0,AMD Ryzen 7-6800H,15.6,Dos,ECLIPSE GRAY,512GB SSD M.2,16,False,"56WHrs, 4S1P, 4-cell Li-ion",SSD M.2,512.0,1920,1080,10,0,14,16,14,0
Yoga 9 14IAP7,5499,24.0,Intel Core i7-1260P (12th Gen),14.0,Windows 11 Home,Oatmeal,1TB SSD M.2,16,True,"4 Cell, Integrated 70Wh",SSD M.2,1024.0,3840,2400,65,6,45,8,14,1
ThinkBook 14 G4 IAP,5499,36.0,Intel Core i5-1235U (12th Gen),14.0,Windows 11 Professional,Mineral Grey,512GB SSD M.2,8,False,Lithium 3 Cell,SSD M.2,512.0,1920,1080,47,8,38,39,14,3
Microsoft Surface Pro 9,3499,24.0,Intel Core i5-1245U (12th Gen) Evo Platform,13.0,Windows 11 Home,Green,256GB SSD M.2,8,True,Up to 15.5 hours of typical device usage,SSD M.2,256.0,2880,1920,50,6,24,54,14,0
Lenovo IdeaPad Flex 5 14IRU8,2699,24.0,Intel Core i5-1335U (13th Gen),14.0,Windows 11 Home,Arctic Grey,512GB SSD M.2,8,True,Integrated 52.5Wh,SSD M.2,512.0,1920,1200,53,6,2,30,14,0
Huawei Matebook B3-420,1999,24.0,Intel Core i5-1135G7 (11th Gen),14.0,Windows 10 Professional,Space Gray,512GB SSD M.2,16,False,Lithium Polymer (Li-Po),SSD M.2,512.0,1920,1080,45,3,63,51,14,0
Asus Vivobook X1502ZA-EJ1038,1599,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,Icelight Silver,512GB SSD M.2,8,False,Lithium Ion (Li-Ion) 3 Cell,SSD M.2,512.0,1920,1080,47,0,28,46,14,0
ThinkPad T14s Gen 4 (Intel),1599,36.0,Intel Core i7-1355U (13th Gen),14.0,Windows 11 Professional,Deep Black,512GB SSD M.2,16,False,Integrated 57Wh,SSD M.2,512.0,1920,1200,70,8,11,31,14,0
Asus Vivobook S15 S5507QA-MA001W,4699,24.0,Snapdragon X Elite X1E 78 100,15.6,Windows 11 Home,Cool Silver,1TB SSD M.2,32,False,"3-cell Li-ion, 50WHrs, 3S1P",SSD M.2,1024.0,2880,1620,100,6,8,5,14,1
ThinkPad X1 Carbon Gen 11,4699,36.0,Intel Core i7-1355U (13th Gen),14.0,Windows 11 Professional,Deep Black,1TB SSD M.2,16,False,Integrated 57Wh,SSD M.2,1024.0,1920,1200,70,8,11,31,14,1
Asus TUF Gaming FX507ZC4-HN007,3799,24.0,Intel Core i7-12700H (12th Gen),15.6,Dos,Mecha Gray,1TB SSD M.2,16,False,"56WHrs, 4S1P, 4-cell Li-ion",SSD M.2,1024.0,1920,1080,69,0,34,16,14,1
Dell Vostro 15 3520,2649,24.0,Intel Core i7-1255U (12th Gen),15.6,Windows 11 Home,Black,512GB SSD M.2,8,False,"4 Cell, integrated 54Wh",SSD M.2,512.0,1920,1080,64,6,5,9,14,0
apple MacBook Air M2,5299,24.0,Apple M2 chip,13.6,macOS Monterey,Silver,512GB SSD,8,False,Lithium Polymer (Li-Po),SSD,512.0,2560,1664,21,10,58,51,13,3
Acer Nitro V 15 ANV15-51-59U0,2999,24.0,Intel Core i5-13420H (13th Gen),15.6,Dos,Obsidian Black,512GB SSD M.2,16,False,57Wh Li-ion battery,SSD M.2,512.0,1920,1080,56,0,46,17,14,0
Apple MacBook Air M3,5699,24.0,Apple M3 chip,13.6,macOS Sonoma,Space Gray,512GB SSD,8,False,52.6-watt‑hour lithium‑polymer battery,SSD,512.0,2560,1664,23,12,63,15,13,3
Lenovo IdeaPad 1 15IAU7,1749,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,ABYSS Blue,512GB SSD M.2,8,False,"3 Cell, Integrated 42Wh",SSD M.2,512.0,1920,1080,47,0,0,1,14,0
Huawei Matebook B3-420,1849,24.0,Intel Core i5-1135G7 (11th Gen),14.0,Windows 10 Professional,Space Gray,512GB SSD M.2,8,False,Lithium Polymer (Li-Po),SSD M.2,512.0,1920,1080,45,3,63,51,14,0
Lenovo Legion Pro 5 16IRX9,6999,24.0,Intel Core i9-14900HX (14th Generation),16.0,Dos,Luna Grey,1TB SSD M.2,32,False,Integrated 80Wh,SSD M.2,1024.0,2560,1600,84,0,33,36,14,1
Asus ExpertBook B1 (B1502CBA-NJ2034 - 12th Gen Intel),1899,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,Star Black,512GB SSD M.2,8,False,"3-cell Li-ion, 42WHrs, 3S1P",SSD M.2,512.0,1920,1080,47,0,65,4,14,0
IdeaPad Slim 3 15IRH8,2399,24.0,Intel Core i7-13620H (13th Gen),15.6,Dos,Arctic Grey,512GB SSD M.2,16,False,Integrated 47Wh,SSD M.2,512.0,1920,1080,72,0,2,29,14,0
Microsoft Surface Pro 9,3699,24.0,Intel Core i5-1245U (12th Gen) Evo Platform,13.0,Windows 11 Home,Graphite,256GB SSD M.2,8,True,Up to 15.5 hours of typical device usage,SSD M.2,256.0,2880,1920,50,6,21,54,14,0
Lenovo ThinkPad E16 Gen 2 Intel,3699,24.0,Intel Core Ultra 5-125U,16.0,Dos,Black,512GB SSD M.2,8,False,Integrated 47Wh,SSD M.2,512.0,1920,1200,28,0,5,29,14,0
Acer Nitro 5 AN517-41-R73F,3999,24.0,AMD Ryzen 7-5800H,17.3,Windows 11 Home,Shale Black,512GB SSD M.2,16,False,57Wh Li-ion battery,SSD M.2,512.0,2560,1440,8,6,57,17,14,0
Asus ROG Strix G614JU-N3111,5299,24.0,Intel Core i7-13650HX (13th Gen),16.0,Dos,Eclipse Gray,1TB SSD M.2,16,False,"90WHrs, 4S1P, 4-cell Li-ion",SSD M.2,1024.0,1920,1200,73,0,16,22,14,1
Yoga Slim 6 14IRH8,3899,24.0,Intel Core i7-13700H (13th Gen),14.0,Windows 11 Home,Storm Grey,1TB SSD M.2,16,False,Integrated 65Wh,SSD M.2,1024.0,1920,1200,74,6,70,34,14,1
HP EliteBook 645 14 inch G9 Notebook PC,3899,36.0,AMD Ryzen 5-5625U,14.0,Windows 11 Professional,Silver,256GB SSD M.2,8,False,"HP Long Life 3-cell, 42 Wh Li-ion",SSD M.2,256.0,1920,1080,4,8,58,24,14,0
Asus Vivobook X1500EP-EJ720,2199,24.0,Intel Core i7-1165G7 (11th Gen),15.6,Dos,Transparent Silver,512GB SSD M.2 + 32GB Intel Optane Memory,8,False,Lithium Ion (Li-Ion) 2 Cell,SSD M.2 + 32GB Intel Optane Memory,512.0,1920,1080,60,0,73,45,16,0
Dell Latitude 3550,2199,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Black,512GB SSD M.2,8,False,"3 Cell, Integrated 42Wh",SSD M.2,512.0,1920,1080,70,0,5,1,14,0
Asus Vivobook X1605PA-MB037,1549,24.0,Intel Core i5-11300H (11th Gen),16.0,Dos,Indie Black,512GB SSD M.2,8,False,Lithium Ion (Li-Ion) 3 Cell,SSD M.2,512.0,1920,1200,44,0,29,46,14,0
ThinkPad E14 Gen 5 (Intel),1549,24.0,Intel Core i7-1355U (13th Gen),14.0,Dos,Graphite Black,512GB SSD,8,False,Integrated 57Wh,SSD,512.0,1920,1200,70,0,22,31,13,0
HP 255 G9,1399,24.0,AMD Ryzen 5-5625U,15.6,Dos,Asteroid Silver,256GB SSD M.2,8,False,"3-cell, 41 Wh Li-ion",SSD M.2,256.0,1920,1080,4,0,4,6,14,0
Asus TUF Gaming FX707VV-HX183,4899,24.0,Intel Core i7-13620H (13th Gen),17.3,Dos,Mecha Gray,1TB SSD M.2,16,False,"90WHrs, 4S1P, 4-cell Li-ion",SSD M.2,1024.0,1920,1080,72,0,34,22,14,1
Microsoft Surface Laptop 4 (13-Inch),2999,24.0,AMD Ryzen 5-4680U,13.5,Windows 10 Home,Platinum,256GB SSD,8,True,Up to 19 hours of typical device usage,SSD,256.0,2256,1504,0,1,49,57,13,0
Asus Vivobook X1502ZA-EJ1181,1699,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,Quiet Blue,512GB SSD M.2,8,False,Lithium Ion (Li-Ion) 3 Cell,SSD M.2,512.0,1920,1080,47,0,54,46,14,0
Dell Latitude 3540,1699,24.0,Intel Core i5-1335U (13th Gen),15.6,Dos,Black,512GB SSD M.2,8,False,"3 Cell, Integrated 42Wh",SSD M.2,512.0,1920,1080,53,0,5,1,14,0
Acer Aspire 3 A315-58G-55XH,2049,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,Pure Silver,1TB HDD,8,False,Lithium Ion (Li-Ion),HDD,1024.0,1920,1080,45,0,53,41,1,2
Acer Nitro V 15 ANV15-41-R80C,2699,24.0,AMD Ryzen 5-7535HS,15.6,Dos,Obsidian Black,512GB SSD M.2,8,False,57Wh Li-ion battery,SSD M.2,512.0,1920,1080,6,0,46,17,14,0
Asus Vivobook X1502ZA-EJ1359,2299,24.0,Intel Core i7-12700H (12th Gen),15.6,Dos,Quiet Blue,512GB SSD M.2,8,False,"3 Cell, Integrated 42Wh",SSD M.2,512.0,1920,1080,69,0,54,1,14,0
HP 15-fd0020nx,1849,24.0,Intel Core i5-1335U (13th Gen),15.6,Dos,Natural Silver,512GB SSD M.2,8,False,"3-cell, 41 Wh Li-ion",SSD M.2,512.0,1920,1080,53,0,43,6,14,0
Lenovo Legion 5 16IRX9,6499,24.0,Intel Core i9-14900HX (14th Generation),16.0,Dos,Luna Grey,1TB SSD M.2 2280 PCIe 4.0x4 NVMe,16,False,Integrated 80Wh,SSD M.2 2280 PCIe 4.0x4 NVMe,1024.0,2560,1600,84,0,33,36,17,1
Asus Vivobook X1605ZA-MB305,1849,24.0,Intel Core i5-1235U (12th Gen),16.0,Dos,Indie Black,512GB SSD M.2,8,False,Lithium Ion (Li-Ion) 3 Cell,SSD M.2,512.0,1920,1200,47,0,29,46,14,0
Asus TUF Gaming FX507ZU4-LP040,4199,24.0,Intel Core i7-12700H (12th Gen),15.6,Dos,Mecha Gray,512GB SSD M.2,16,False,"90WHrs, 4S1P, 4-cell Li-ion",SSD M.2,512.0,1920,1080,69,0,34,22,14,0
ThinkPad E14 Gen 4,4199,24.0,Intel Core i5-1235U (12th Gen),14.0,Dos,Black,256GB SSD M.2,8,False,Lithium 3 Cell,SSD M.2,256.0,1920,1080,47,0,5,39,14,0
Dell Latitude 3550,4199,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Black,512GB SSD M.2,8,False,"3 Cell, Integrated 42Wh",SSD M.2,512.0,1920,1080,70,0,5,1,14,0
Dell Vostro 15 3520,1349,24.0,Intel Core i3-1215U (12th Gen),15.6,Dos,Black,512GB SSD M.2,8,False,"3-cell, 41 Wh Li-ion",SSD M.2,512.0,1920,1080,37,0,5,6,14,0
apple MacBook Air M2,5299,24.0,Apple M2 chip,13.6,macOS Monterey,Space Gray,512GB SSD,8,False,Lithium Polymer (Li-Po),SSD,512.0,2560,1664,21,10,63,51,13,3
ThinkPad T14 Gen 4 (Intel),5299,36.0,Intel Core i7-1355U (13th Gen),14.0,Windows 11 Professional,Thunder Black,512GB SSD M.2,16,False,Integrated 52.5Wh,SSD M.2,512.0,1920,1200,70,8,71,30,14,3
Asus Vivobook X1504VA-NJ108,2299,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Cool Silver,512GB SSD M.2,16,False,"3-cell Li-ion, 42WHrs, 3S1P",SSD M.2,512.0,1920,1080,70,0,8,4,14,0
Apple MacBook Pro M3,8099,24.0,Apple M3 chip,14.2,macOS Sonoma,Space Gray,1TB SSD,8,False,70-watt-hour lithium-polymer battery,SSD,1024.0,3024,1964,23,12,63,20,13,1
Legion Pro 5 16IRX8,6999,24.0,Intel Core i9-13900HX (13th Gen),16.0,Dos,Onyx Grey,1TB SSD M.2,32,False,Integrated 80Wh,SSD M.2,1024.0,2560,1600,83,0,47,36,14,1
Asus Vivobook X1504VA-NJ089,1699,24.0,Intel Core i5-1335U (13th Gen),15.6,Dos,Quiet Blue,512GB SSD M.2,8,False,"3-cell Li-ion, 42WHrs, 3S1P",SSD M.2,512.0,1920,1080,53,0,54,4,14,0
apple MacBook Air M2 (2024),1699,24.0,Apple M2 chip,13.6,macOS Monterey,Silver,256GB SSD,16,False,52.6-watt‑hour lithium‑polymer battery,SSD,256.0,2560,1664,21,10,58,15,13,0
HP ProBook 450 15.6 inch G10 Notebook PC,1699,24.0,Intel Core i5-1335U (13th Gen),15.6,Dos,Silver,512GB SSD M.2,8,False,"HP Long Life 3-cell, 42 Wh Li-ion",SSD M.2,512.0,1920,1080,53,0,58,24,14,0
Microsoft Surface Pro 9,3699,24.0,Intel Core i5-1245U (12th Gen) Evo Platform,13.0,Windows 11 Home,Sapphire,256GB SSD M.2,8,True,Up to 15.5 hours of typical device usage,SSD M.2,256.0,2880,1920,50,6,55,54,14,0
Asus EXPERTBOOK B1500CBA-EJ0094,2349,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,Star Black,1TB SSD M.2,16,False,"3-cell Li-ion, 42WHrs, 3S1P",SSD M.2,1024.0,1920,1080,64,0,65,4,14,1
HP 250 G10,2549,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Turbo silver with Aluminum Top Cover,512GB SSD M.2,16,False,"HP Long Life 3-cell, 41 Wh Li-ion",SSD M.2,512.0,1920,1080,70,0,74,23,14,0
IdeaPad 3 15IAU7,2099,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,Arctic Grey,256GB SSD M.2,8,False,Integrated 45Wh,SSD M.2,256.0,1920,1080,64,0,2,28,14,0
Asus ExpertBook B1402CBA-NK2746,2199,24.0,Intel Core i5-1235U (12th Gen),14.0,Dos,Star Black,512GB SSD M.2,8,False,"3-cell Li-ion, 42WHrs, 3S1P",SSD M.2,512.0,1920,1080,47,0,65,4,14,0
ThinkPad E15 Gen 4 (AMD),2199,24.0,AMD Ryzen 7-5825U,15.6,Windows 11 Professional,Black,512GB SSD M.2,8,False,57Wh Li-ion battery,SSD M.2,512.0,1920,1080,9,8,5,17,14,0
apple MacBook Air M2,3999,24.0,Apple M2 chip,13.6,macOS Monterey,Midnight,256GB SSD,8,False,Lithium Polymer (Li-Po),SSD,256.0,2560,1664,21,10,37,51,13,0
HP 255 G9,1599,24.0,AMD Ryzen 5-5625U,15.6,Dos,Asteroid Silver,512GB SSD M.2,16,False,"3-cell, 41 Wh Li-ion",SSD M.2,512.0,1920,1080,4,0,4,6,14,0
Apple MacBook Air M3,6799,24.0,Apple M3 chip,13.6,macOS Sonoma,Silver,512GB SSD,16,False,52.6-watt‑hour lithium‑polymer battery,SSD,512.0,2560,1664,23,12,58,15,13,3
Apple MacBook Air M3,6799,24.0,Apple M3 chip,13.6,macOS Sonoma,Midnight,512GB SSD,16,False,52.6-watt‑hour lithium‑polymer battery,SSD,512.0,2560,1664,23,12,37,15,13,3
Vostro 3530,2399,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Carbon Black,512GB SSD M.2,8,False,"4 Cell, integrated 54Wh",SSD M.2,512.0,1920,1080,70,0,6,9,14,0
Asus Vivobook X1500EP-EJ648,1649,24.0,Intel Core i5-1135G7 (11th Gen),15.6,Dos,Transparent Silver,512GB SSD M.2 + 32GB Intel Optane Memory,8,False,Lithium Ion (Li-Ion) 2 Cell,SSD M.2 + 32GB Intel Optane Memory,512.0,1920,1080,45,0,73,45,16,0
Dell G15 5530 Gaming,7399,24.0,Intel Core i9-13900HX (13th Gen),15.6,Dos,Dark Shadow Grey,2x 1TB SSD M.2,32,False,"6-Cell Battery, 86WH, integrated",SSD M.2,1024.0,1920,1080,83,0,10,18,14,1
Apple MacBook Air M3,6799,24.0,Apple M3 chip,13.6,macOS Sonoma,Starlight,512GB SSD,16,False,52.6-watt‑hour lithium‑polymer battery,SSD,512.0,2560,1664,23,12,66,15,13,3
MacBook Air M2 15.3 2023,4499,24.0,Apple M2 chip,15.3,macOS Ventura,Space Gray,256GB SSD,8,False,Up to 18 hours of typical device usage,SSD,256.0,2880,1864,21,13,63,56,13,0
IdeaPad 3 15IAU7,2249,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,Arctic Grey,512GB SSD M.2,8,False,Integrated 45Wh,SSD M.2,512.0,1920,1080,64,0,2,28,14,0
HP EliteBook 645 14 inch G9 Notebook PC,2999,36.0,AMD Ryzen 7-5825U,14.0,Windows 11 Professional,Silver,512GB SSD M.2,16,False,"HP Long Life 3-cell, 42 Wh Li-ion",SSD M.2,512.0,1920,1080,9,8,58,24,14,0
ThinkPad E15 Gen 4,2999,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,Black,256GB SSD M.2,8,False,Lithium 3 Cell,SSD M.2,256.0,1920,1080,47,0,5,39,14,0
Dell G15 5530 Gaming,5899,24.0,Intel Core i7-13650HX (13th Gen),15.6,Windows 11 Home,Dark Shadow Grey,1TB SSD M.2,16,False,"6-Cell Battery, 86WH, integrated",SSD M.2,1024.0,1920,1080,73,6,10,18,14,1
Asus TUF Gaming FA507NV-LP020,4499,24.0,AMD Ryzen 7-7735HS,15.6,Dos,Mecha Gray,1TB SSD M.2,16,False,"90WHrs, 4S1P, 4-cell Li-ion",SSD M.2,1024.0,1920,1080,13,0,34,22,14,1
Asus Vivobook X1504VA-NJ400,2349,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Cool Silver,1TB SSD M.2,8,False,"3-cell Li-ion, 42WHrs, 3S1P",SSD M.2,1024.0,1920,1080,70,0,8,4,14,0
ThinkPad E16 Gen 1 (Intel),2349,24.0,Intel Core i7-13700H (13th Gen),16.0,Dos,Graphite Black,512GB SSD M.2,16,False,Integrated 57Wh,SSD M.2,512.0,1920,1200,74,0,22,31,14,0
HP Dragonfly 13.5 inch G4 Notebook PC (818N5EA),6999,36.0,Intel Core i7-1355U (13th Gen),13.5,Windows 11 Professional,Slate blue,1TB SSD M.2,32,False,"HP Long Life 6-cell, 68 Wh Li-ion polymer",SSD M.2,1024.0,1920,1280,70,8,61,27,14,1
Lenovo IdeaPad 5 15IAL7,2199,24.0,Intel Core i5-1235U (12th Gen),15.6,Dos,ABYSS Blue,512GB SSD M.2,16,False,57Wh Li-ion battery,SSD M.2,512.0,1920,1080,47,0,0,17,14,0
Acer Aspire 5 A515-57G-78ZN,2849,24.0,Intel Core i7-1255U (12th Gen),15.6,Dos,Steel Gray,512GB SSD M.2,8,False,50Wh Li-ion battery,SSD M.2,512.0,1920,1080,64,0,67,14,14,0
HP Victus Gaming 16-s0008nx,4299,24.0,AMD Ryzen 7-7840HS,16.1,Dos,Mica Silver,1TB SSD M.2,16,False,"4-cell, 70 Wh Li-ion polymer",SSD M.2,1024.0,1920,1080,14,0,36,10,14,1
Lenovo IdeaPad Slim 3 15IRH8,1749,24.0,Intel Core i5-13420H (13th Gen),15.6,Dos,Arctic Grey,512GB SSD M.2,8,False,Integrated 47Wh,SSD M.2,512.0,1920,1080,56,0,2,29,14,0
Asus TUF Gaming FA507XI-LP018,5499,24.0,AMD Ryzen 9-7940HS,15.6,Dos,Mecha Gray,1TB SSD M.2,16,False,"90WHrs, 4S1P, 4-cell Li-ion",SSD M.2,1024.0,1920,1080,17,0,34,22,14,1
Acer Nitro V 15 ANV15-51-76HP,4299,24.0,Intel Core i7-13620H (13th Gen),15.6,Dos,Obsidian Black,512GB SSD M.2,16,False,57Wh Li-ion battery,SSD M.2,512.0,1920,1080,72,0,46,17,14,0
Apple MacBook Air M3,6799,24.0,Apple M3 chip,13.6,macOS Sonoma,Space Gray,512GB SSD,16,False,52.6-watt‑hour lithium‑polymer battery,SSD,512.0,2560,1664,23,12,63,15,13,3
Dell G15 5530 Gaming,5499,24.0,Intel Core i7-13650HX (13th Gen),15.6,Dos,Dark Shadow Grey,1TB SSD M.2,16,False,"6-Cell Battery, 86WH, integrated",SSD M.2,1024.0,1920,1080,73,0,10,18,14,1
Lenovo Legion 5 16IRX9,6299,24.0,Intel Core i7-14650HX (14th Generation),16.0,Windows 11 Home,Luna Grey,512GB SSD M.2,16,False,Integrated 80Wh,SSD M.2,512.0,2560,1600,77,6,33,36,14,3
Asus Vivobook X1504VA-NJ379,2199,24.0,Intel Core i7-1355U (13th Gen),15.6,Dos,Cool Silver,512GB SSD M.2,8,False,"3-cell Li-ion, 42WHrs, 3S1P",SSD M.2,512.0,2560,1080,70,0,8,4,14,0
Apple MacBook Air 13-inch M3,4649,24.0,Apple M3 chip,13.6,macOS Sonoma,Silver,256GB SSD,8,False,52.6-watt‑hour lithium‑polymer battery,SSD,256.0,2560,1664,23,12,58,15,13,0
